# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:19:05
NREL's_S826_Airfoil_Re1.600_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-8.4321034e-01;END;END
-3.0000000e+01;-8.3047992e-01;END;END
-2.9000000e+01;-8.1695038e-01;END;END
-2.8000000e+01;-8.0265683e-01;END;END
-2.7000000e+01;-7.8763759e-01;END;END
-2.6000000e+01;-7.7193499e-01;END;END
-2.5000000e+01;-7.5559574e-01;END;END
-2.4000000e+01;-7.3867154e-01;END;END
-2.3000000e+01;-7.2121984e-01;END;END
-2.2000000e+01;-7.0330507e-01;END;END
-2.1000000e+01;-6.8500012e-01;END;END
-2.0000000e+01;-6.6638774e-01;END;END
-1.9000000e+01;-6.4756328e-01;END;END
-1.8000000e+01;-6.2863779e-01;END;END
-1.7000000e+01;-6.0974228e-01;END;END
-1.6000000e+01;-5.9103370e-01;END;END
-1.5000000e+01;-5.7270318e-01;END;END
-1.4000000e+01;-2.3100001e-01;END;END
-1.2000000e+01;-5.2270001e-01;END;END
-1.1000000e+01;-5.1529998e-01;END;END
-1.0000000e+01;-4.3410000e-01;END;END
-9.0000000e+00;-3.5100001e-01;END;END
-8.0000000e+00;-2.4840000e-01;END;END
-7.0000000e+00;-1.3650000e-01;END;END
-6.0000000e+00;-2.0500001e-02;END;END
-5.0000000e+00;9.6500002e-02;END;END
-4.0000000e+00;2.1390000e-01;END;END
-3.0000000e+00;3.3280000e-01;END;END
-2.0000000e+00;4.5609999e-01;END;END
-1.0000000e+00;5.7169998e-01;END;END
0.0000000e+00;6.8660003e-01;END;END
1.0000000e+00;8.0059999e-01;END;END
2.0000000e+00;9.1100001e-01;END;END
3.0000000e+00;1.0124000e+00;END;END
4.0000000e+00;1.1078000e+00;END;END
5.0000000e+00;1.2018000e+00;END;END
6.0000000e+00;1.2941000e+00;END;END
7.0000000e+00;1.3755000e+00;END;END
8.0000000e+00;1.4420000e+00;END;END
9.0000000e+00;1.5084000e+00;END;END
1.0000000e+01;1.5690000e+00;END;END
1.1000000e+01;1.6210999e+00;END;END
1.2000000e+01;1.6628000e+00;END;END
1.3000000e+01;1.6962000e+00;END;END
1.4000000e+01;1.7204000e+00;END;END
1.5000000e+01;1.7358000e+00;END;END
1.6000000e+01;1.7413000e+00;END;END
1.7000000e+01;1.7359999e+00;END;END
1.8000000e+01;1.6329842e+00;END;END
1.9000000e+01;1.5897813e+00;END;END
2.0000000e+01;1.5522642e+00;END;END
2.1000000e+01;1.5195024e+00;END;END
2.2000000e+01;1.4907306e+00;END;END
2.3000000e+01;1.4653131e+00;END;END
2.4000000e+01;1.4427162e+00;END;END
2.5000000e+01;1.4224890e+00;END;END
2.6000000e+01;1.4042473e+00;END;END
2.7000000e+01;1.3876610e+00;END;END
2.8000000e+01;1.3724455e+00;END;END
2.9000000e+01;1.3583531e+00;END;END
3.0000000e+01;1.3451685e+00;END;END
3.1000000e+01;1.3327017e+00;END;END
3.2000000e+01;1.3207864e+00;END;END
3.3000000e+01;1.3092750e+00;END;END
3.4000000e+01;1.2980369e+00;END;END
3.5000000e+01;1.2869560e+00;END;END
3.6000000e+01;1.2759289e+00;END;END
3.7000000e+01;1.2648631e+00;END;END
3.8000000e+01;1.2536764e+00;END;END
3.9000000e+01;1.2422951e+00;END;END
4.0000000e+01;1.2306534e+00;END;END
4.1000000e+01;1.2186925e+00;END;END
4.2000000e+01;1.2063602e+00;END;END
4.3000000e+01;1.1936100e+00;END;END
4.4000000e+01;1.1804003e+00;END;END
4.5000000e+01;1.1666950e+00;END;END
4.6000000e+01;1.1524621e+00;END;END
4.7000000e+01;1.1376739e+00;END;END
4.8000000e+01;1.1223062e+00;END;END
4.9000000e+01;1.1063390e+00;END;END
5.0000000e+01;1.0897551e+00;END;END
5.1000000e+01;1.0725406e+00;END;END
5.2000000e+01;1.0546848e+00;END;END
5.3000000e+01;1.0361793e+00;END;END
5.4000000e+01;1.0170190e+00;END;END
5.5000000e+01;9.9720079e-01;END;END
5.6000000e+01;9.7672421e-01;END;END
5.7000000e+01;9.5559096e-01;END;END
5.8000000e+01;9.3380499e-01;END;END
5.9000000e+01;9.1137218e-01;END;END
6.0000000e+01;8.8830066e-01;END;END
6.1000000e+01;8.6460012e-01;END;END
6.2000000e+01;8.4028232e-01;END;END
6.3000000e+01;8.1536072e-01;END;END
6.4000000e+01;7.8985023e-01;END;END
6.5000000e+01;7.6376772e-01;END;END
6.6000000e+01;7.3713124e-01;END;END
6.7000000e+01;7.0996052e-01;END;END
6.8000000e+01;6.8227661e-01;END;END
6.9000000e+01;6.5410191e-01;END;END
7.0000000e+01;6.2546015e-01;END;END
7.1000000e+01;5.9637618e-01;END;END
7.2000000e+01;5.6687611e-01;END;END
7.3000000e+01;5.3698713e-01;END;END
7.4000000e+01;5.0673753e-01;END;END
7.5000000e+01;4.7615644e-01;END;END
7.6000000e+01;4.4527414e-01;END;END
7.7000000e+01;4.1412166e-01;END;END
7.8000000e+01;3.8273096e-01;END;END
7.9000000e+01;3.5113475e-01;END;END
8.0000000e+01;3.1936646e-01;END;END
8.1000000e+01;2.8746021e-01;END;END
8.2000000e+01;2.5545076e-01;END;END
8.3000000e+01;2.2337346e-01;END;END
8.4000000e+01;1.9126418e-01;END;END
8.5000000e+01;1.5915929e-01;END;END
8.6000000e+01;1.2709554e-01;END;END
8.7000000e+01;9.5110103e-02;END;END
8.8000000e+01;6.3240483e-02;END;END
8.9000000e+01;3.1524442e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
